"","UserID","Gender","Casino_max_stakes","Casino_mean_bets","Casino_mean_Stakes","Casino_mean_Winnings","Casino_Recency_bet","Continent"
"4417",1381499,1,14.65,2,14.65,4.5,0,"Europe"
"4418",1381502,1,606.5,5.28,63.33,58.39,0,"Asia"
"4419",1381512,1,16,3,16,3,0,"Europe"
"4420",1381525,1,716,93.25,414.5,378.75,0,"Europe"
"4421",1381549,1,900,27,900,266,0,"Europe"
"4422",1381590,1,27,9.5,18,13.5,0,"Europe"
"4423",1381598,1,268,9.87,91.25,75.87,92,"Europe"
"4424",1381604,0,60.75,9.3,23.11,18.9,64,"Europe"
"4425",1381615,1,696,141.12,311.31,288.56,0,"Europe"
"4426",1381620,1,19,7.67,7.5,5.17,0,"Europe"
"4427",1381625,1,71,25,71,84,0,"Europe"
"4428",1381686,1,209,88,145,155.5,0,"Europe"
"4429",1381706,1,14177,268,14177,13083,0,"Europe"
"4430",1381712,1,17786.57,770.08,1962.64,1937.4,0,"Europe"
"4431",1381730,1,149,4,149,136,0,"Europe"
"4432",1381742,0,8808,18.25,2402.34,2367.13,102,"Europe"
"4433",1381779,1,927.31,1006.5,668.02,610.52,0,"Europe"
"4434",1381780,1,1061,60.75,337,320.12,0,"Europe"
"4435",1381787,1,249.5,31,74,57,0,"Europe"
"4436",1381810,1,12968.5,615.41,3493.13,3353.63,9,"Europe"
"4437",1381824,1,1090,1.8,275,222.4,0,"Europe"
"4438",1381830,1,1643.5,242,662.7,649.4,0,"Europe"
"4439",1381849,1,219,16,219,252.5,0,"Europe"
"4440",1381860,1,330,30.25,270.5,225,0,"Europe"
"4441",1381866,1,1,1,1,0,0,"Europe"
"4442",1381893,1,171.5,117,154.75,153.75,0,"Europe"
"4443",1381917,1,444.5,7.67,260.33,236.5,0,"Europe"
"4444",1381921,1,44.25,8.67,27.35,21.45,25,"Europe"
"4445",1381942,1,1,1,1,0,0,"Europe"
"4446",1381943,1,3915,1.5,1957.5,1757.5,0,"Americas"
"4447",1381946,1,92,86.67,66.67,56.33,0,"Europe"
"4448",1381948,1,700,44.2,313.2,283.3,0,"Europe"
"4449",1381997,1,67,1.5,42.5,6,0,"Europe"
"4450",1382009,1,43,5,43,18,219,"Europe"
"4451",1382016,1,362.5,325,362.5,332.5,0,"Asia"
"4452",1382032,1,557,11.9,196.12,188.51,83,"Europe"
"4453",1382036,1,99.5,92.5,21.85,20.14,0,"Europe"
"4454",1382047,0,4069.71,299.23,876.78,822.51,1,"Europe"
"4455",1382061,1,51,10.43,17.96,17.24,0,"Europe"
"4456",1382062,1,4734,147,4734,4146,0,"Europe"
"4457",1382071,1,42,110,42,22,0,"Europe"
"4458",1382077,1,10,1,10,0,0,"Europe"
"4459",1382080,1,37,2.75,32.25,29.38,0,"Europe"
"4460",1382101,1,2482,76.75,885.62,788.88,0,"Europe"
"4461",1382114,1,4,3,4,4,0,"Europe"
"4462",1382206,1,25,3.5,12.5,0,0,"Europe"
"4463",1382219,1,354.25,58.5,180.88,178.62,0,"Europe"
"4464",1382233,1,31565,153.38,6483.37,6245.87,0,"Europe"
"4465",1382250,1,654.5,82.11,272.93,216.14,33,"Europe"
"4466",1382270,1,677,46.89,220.22,210.56,47,"Europe"
"4467",1382308,1,119.25,42.67,47,43.58,0,"Europe"
"4468",1382357,1,1580,130.1,451.12,416.88,0,"Europe"
"4469",1382360,1,9,9,9,1,0,"Europe"
"4470",1382377,1,3495,142.56,1049.06,1013.56,0,"Europe"
"4471",1382381,1,5453,129,1523.31,1550.35,0,"Europe"
"4472",1382405,1,295,32,295,280,0,"Europe"
"4473",1382406,1,287.5,108.67,107.33,101,0,"Europe"
"4474",1382408,1,314.5,69.4,124.9,110.9,0,"Europe"
"4475",1382439,1,180,28,180,80,0,"Europe"
"4476",1382457,1,189,3,104.5,91,0,"Europe"
"4477",1382475,1,230,137,230,200,0,"Europe"
"4478",1382479,1,35.75,138.33,25.05,19.31,0,"Europe"
"4479",1382482,1,355.5,45,355.5,264.5,0,"Europe"
"4480",1382539,1,293.5,112,126.67,124.17,0,"Europe"
"4481",1382554,1,369,94.47,108.64,106.28,0,"Europe"
"4482",1382559,1,5730,60,5344.5,4444.75,198,"Europe"
"4483",1382566,1,2797.7,246.2,1377.54,1210.69,0,"Europe"
"4484",1382595,1,29,35,29,20,139,"Europe"
"4485",1382613,1,169.5,35,169.5,139.5,0,"Europe"
"4486",1382627,1,12666,80.48,2748.47,2586.26,22,"Europe"
"4487",1382637,1,162,17.33,64.17,67,0,"Europe"
"4488",1382716,1,361,85,361,331,0,"Europe"
"4489",1382721,1,10,2,10,0,0,"Europe"
"4490",1382729,1,11,3,11,0,0,"Asia"
"4491",1382736,1,1454.75,41.81,728.07,638.71,209,"Europe"
"4492",1382767,1,1069,53.83,341.21,320.54,0,"Europe"
"4493",1382803,1,9.5,7,6.75,4,0,"Asia"
"4494",1382806,1,563.5,65.67,363.33,273.33,0,"Europe"
"4495",1382814,1,64.25,90.83,23.22,21.45,0,"Europe"
"4496",1382815,1,16483.61,694.83,4327.15,4283.82,0,"Europe"
"4497",1382837,1,317.5,140,317.5,237.5,0,"Europe"
"4498",1382884,1,5,3,5,0,0,"Europe"
"4499",1382885,1,120,18.5,29.35,25.15,0,"Europe"
"4500",1382887,1,66,21.25,32,35.75,0,"Europe"
"4501",1382909,1,99,3.5,43.17,34.67,0,"Europe"
"4502",1382917,1,5,5,5,0,0,"Europe"
"4503",1382918,1,1065.65,12,535,461.18,0,"Europe"
"4504",1382923,1,1355,11,257.91,241.52,0,"Europe"
"4505",1382949,1,944.5,255,338.17,307.5,0,"Europe"
"4506",1382950,1,3681,832.54,947.13,866.94,0,"Europe"
"4507",1382953,1,1107.5,245.14,525.79,505.07,0,"Europe"
"4508",1382955,1,167,20,107.5,92.5,0,"Europe"
"4509",1382993,1,250,14.37,33.26,42.47,22,"Europe"
"4510",1383053,1,598.5,310,332.5,330.5,0,"Europe"
"4511",1383065,1,20190.5,780.97,2056.1,2024.33,0,"Europe"
"4512",1383071,1,228,29,182,145,0,"Europe"
"4513",1383081,1,20,4,20,10,0,"Asia"
"4514",1383098,1,5538.25,350.58,2160.85,1900.44,0,"Europe"
"4515",1383136,1,30,2,25.38,15.25,0,"Europe"
"4516",1383190,1,3239,12.5,1491.67,1419.33,195,"Europe"
"4517",1383201,1,880,5.88,88,95.62,0,"Europe"
"4518",1383212,1,756,84.71,256.35,260.68,0,"Europe"
"4519",1383267,0,47.25,45,24.44,15.19,0,"Europe"
"4520",1383297,1,5,5,5,0,0,"Asia"
"4521",1383308,1,118,77,118,92.5,191,"Europe"
"4522",1383349,1,756,66.33,343.33,308.32,0,"Europe"
"4523",1383367,1,9.25,11,9.25,4.25,0,"Europe"
"4524",1383376,1,799.5,103.6,233.7,222.8,0,"Europe"
"4525",1383393,1,45,6,45,30,0,"Europe"
"4526",1383438,1,324,8.54,37.08,42.54,0,"Europe"
"4527",1383442,1,66.5,43,66.5,46.5,0,"Europe"
"4528",1383460,1,809.1,621,195.51,178.34,0,"Europe"
"4529",1383467,1,59.65,188,59.65,29.65,0,"Europe"
"4530",1383505,1,21.75,2.33,10.25,5.67,0,"Europe"
"4531",1383560,1,356,3.8,138.7,128.95,0,"Europe"
"4532",1383568,0,3925,1.33,1525,1258.33,0,"Americas"
"4533",1383574,1,33.5,34,33.5,23.5,0,"Europe"
"4534",1383588,1,440,159,222,213.75,0,"Europe"
"4535",1383592,1,2104.5,31.88,306.18,262.12,0,"Europe"
"4536",1383596,1,203,53.2,55.5,47.8,0,"Europe"
"4537",1383620,1,263.5,209.67,239.42,220.08,0,"Europe"
"4538",1383643,1,703,95,124,127.06,0,"Asia"
"4539",1383648,1,5750,164,1978.62,1978.19,0,"Europe"
"4540",1383650,1,228,42.17,146.08,140.25,0,"Asia"
"4541",1383652,1,457,5.25,181.39,171.01,0,"Europe"
"4542",1383660,1,198.5,3.56,80.83,75.08,0,"Europe"
"4543",1383665,1,790,48.72,127.28,126.99,0,"Europe"
"4544",1383701,0,14.95,36,14.95,4.95,58,"Europe"
"4545",1383702,1,179,34.44,70.33,71.26,0,"Europe"
"4546",1383728,1,2405,11.5,1204.5,1208.5,198,"Europe"
"4547",1383748,1,9,9,9,5,0,"Asia"
"4548",1383767,1,4.87,13,4.87,0.02,0,"Europe"
"4549",1383793,1,198,35,126.5,76.5,0,"Europe"
"4550",1383806,1,680,526,680,637,220,"Europe"
"4551",1383813,1,178,13,178,178.16,0,"Europe"
"4552",1383842,1,0,9,0,0,0,"Europe"
"4553",1383848,1,256.5,6.43,150.72,136.33,0,"Europe"
"4554",1383882,1,19915,90.47,3932.43,3869.6,0,"Europe"
"4555",1383909,1,260,4.5,150,146.5,0,"Europe"
"4556",1383929,1,2,2,2,0,0,"Asia"
"4557",1383941,1,32434.5,325.71,9388.93,9068.64,16,"Europe"
"4558",1383959,1,13604.5,316.77,4333.83,4280.14,0,"Europe"
"4559",1383964,1,16,2,16,14,0,"Europe"
"4560",1383966,1,38,8.5,26,21.5,0,"Europe"
"4561",1383969,1,754.65,256.75,279.8,220.47,91,"Europe"
"4562",1383984,1,255,37,255,245,0,"Europe"
"4563",1383987,1,1863.21,410,1863.21,1763.26,0,"Europe"
"4564",1383992,1,95968,930.71,25315.57,25195.64,0,"Europe"
"4565",1384017,1,627.25,81.69,222.01,202.2,13,"Europe"
"4566",1384059,1,68,26.5,34.5,31.75,0,"Europe"
"4567",1384060,1,11404,173.56,915.14,927.74,0,"Europe"
"4568",1384073,1,53,1,18,8.33,0,"Europe"
"4569",1384074,1,123.75,45.4,59.77,45.87,0,"Europe"
"4570",1384086,1,367.5,30.95,42.98,40.05,1,"Europe"
"4571",1384103,1,153,70.5,86.34,83.53,0,"Europe"
"4572",1384116,0,1243.85,116.33,495.78,422.45,0,"Europe"
"4573",1384125,1,153,24,153,108,0,"Europe"
"4574",1384137,1,64,60,64,47.5,0,"Asia"
"4575",1384157,1,2113.47,675.33,654.96,529,57,"Europe"
"4576",1384173,1,1669,35.6,572,516.5,0,"Europe"
"4577",1384191,1,724,63.22,313.22,276.5,209,"Europe"
"4578",1384193,1,348.5,109.89,80.55,77.59,1,"Americas"
"4579",1384222,1,461,261.5,461,411,4,"Europe"
"4580",1384225,0,812.05,169.56,282.86,253.09,162,"Europe"
"4581",1384231,1,0,2,0,0,0,"Europe"
"4582",1384233,0,52,16.67,23.33,17,0,"Europe"
"4583",1384237,1,53,1,53,8,0,"Europe"
"4584",1384245,1,82,82,82,76.5,0,"Europe"
"4585",1384262,1,86,2,86,80,0,"Europe"
"4586",1384263,0,7509,349.92,2407.38,2415.92,0,"Europe"
"4587",1384273,1,38974.85,582.55,17515.27,17113.38,0,"Europe"
"4588",1384291,1,3366,281,3366,2232,0,"Europe"
"4589",1384341,1,255,72,255,179,0,"Europe"
"4590",1384364,1,86.5,75,86.5,71.5,0,"Europe"
"4591",1384376,1,504,28,504,844,0,"Europe"
"4592",1384383,1,4,3,4,0,0,"Europe"
"4593",1384399,1,597,122.33,270.08,205.75,0,"Europe"
"4594",1384415,1,1053,167.5,552,522,0,"Asia"
"4595",1384427,1,30,6,30,10,0,"Europe"
"4596",1384437,1,157.8,86.2,65.39,55.11,0,"Europe"
"4597",1384439,1,45,20,22.5,22,0,"Europe"
"4598",1384451,0,131,109.2,61.77,59.08,0,"Europe"
"4599",1384452,1,19.5,15,14.75,8.75,0,"Asia"
"4600",1384459,1,55,24.5,24.5,20.25,0,"Europe"
"4601",1384460,1,10.65,23,10.65,6.65,0,"Europe"
"4602",1384468,1,778,303.86,338.18,308.18,196,"Europe"
"4603",1384488,1,377,81.5,217.25,219.75,0,"Europe"
"4604",1384504,1,60,5,60,10,0,"Europe"
"4605",1384520,1,19551,1279.78,8269.83,7930.28,0,"Europe"
"4606",1384535,1,325,31.3,101.1,105.69,9,"Europe"
"4607",1384545,1,62.75,24.5,37.38,29.75,0,"Asia"
"4608",1384583,1,19709,7.82,1485.36,1474.93,2,"Europe"
"4609",1384596,1,248.5,92.25,162.38,157.12,0,"Europe"
"4610",1384597,1,5525,93.89,1702.61,1731.61,0,"Europe"
"4611",1384604,1,199.75,134.25,107.93,82.18,208,"Europe"
"4612",1384620,1,8951,164.5,1243.88,1066.12,0,"Europe"
"4613",1384630,1,576,80.25,265.5,239.57,0,"Europe"
"4614",1384639,1,43,2,43,21,0,"Europe"
"4615",1384668,1,168,23,102.59,58.09,0,"Europe"
"4616",1384679,1,29.7,54,29.7,24.75,0,"Europe"
"4617",1384694,1,2,2,2,0,0,"Europe"
"4618",1384715,1,104,17,104,84,0,"Europe"
"4619",1384739,1,211.46,411.25,110.85,101.46,16,"Europe"
"4620",1384740,1,69,3.5,34.5,39,0,"Europe"
"4621",1384744,1,64,35.5,44,46.75,0,"Europe"
"4622",1384750,1,2550,22,2550,2050,90,"Asia"
"4623",1384817,1,128,12.33,56.67,47.33,0,"Europe"
"4624",1384827,1,91,47,73.67,63.33,0,"Asia"
"4625",1384857,1,3250,1.5,1625,1425,0,"Americas"
"4626",1384861,1,7.75,17.5,4.38,2.38,0,"Europe"
"4627",1384881,1,33782,248,2101.27,2030.55,13,"Europe"
"4628",1384885,1,223.5,18.38,76.69,73.09,162,"Europe"
"4629",1384889,1,3097,134.8,515.05,505.12,0,"Europe"
"4630",1384890,1,168,2.38,81.75,77.5,0,"Europe"
"4631",1384891,1,0,5,0,0,0,"Europe"
"4632",1384905,1,3243.65,17.73,525.25,512.46,2,"Europe"
"4633",1384908,1,2674.5,109.5,1087.55,1078.15,0,"Europe"
"4634",1384939,1,22292.9,488.22,2314.3,2187.99,0,"Europe"
"4635",1384951,1,35,16.8,15.3,10.4,0,"Europe"
"4636",1384957,1,1086,5.75,708.19,610,76,"Asia"
"4637",1384986,1,322,46.4,76.6,66.6,0,"Europe"
"4638",1385005,1,308,81.43,83.57,77.71,0,"Europe"
"4639",1385027,1,107,13.17,66.17,42.83,110,"Europe"
"4640",1385030,1,1674,494,1546,1510,50,"Europe"
"4641",1385046,1,346.5,62.47,99.37,86.79,0,"Europe"
"4642",1385060,1,403.25,333,403.25,303.25,0,"Europe"
"4643",1385072,1,286.5,42.5,145.25,128.25,0,"Europe"
"4644",1385073,1,6.61,14.25,4.5,3.48,0,"Europe"
"4645",1385074,1,1182.23,90.51,197.88,174.41,30,"Europe"
"4646",1385076,1,7,1,7,0,0,"Europe"
"4647",1385092,1,6305,178.3,1720.56,1702.99,0,"Europe"
"4648",1385114,1,931,43.29,249.86,251.07,0,"Europe"
"4649",1385125,1,19.25,1,19.25,11.25,0,"Europe"
"4650",1385129,1,117.3,21.25,34.57,29.69,59,"Europe"
"4651",1385135,1,2665.5,195,2073.25,1961,0,"Europe"
"4652",1385138,1,200,10.52,56.37,45.73,22,"Europe"
"4653",1385169,1,1,1.67,0.17,0,0,"Europe"
"4654",1385170,1,5,1,5,2,0,"Europe"
"4655",1385171,0,1352,18,1352,1327,0,"Europe"
"4656",1385202,1,145,16,145,95,0,"Europe"
"4657",1385238,1,226,13,116.5,104.5,0,"Europe"
"4658",1385262,1,55,6,30,20,0,"Europe"
"4659",1385274,1,59,22.67,22.67,20.33,0,"Asia"
"4660",1385299,1,50,5,50,30,0,"Europe"
"4661",1385307,1,1,4,1,0,0,"Europe"
"4662",1385321,1,6,6,6,2,0,"Europe"
"4663",1385328,1,563,56.4,241.1,235.8,0,"Europe"
"4664",1385331,1,908.5,99,908.5,817,111,"Europe"
"4665",1385337,1,35,8,35,54,0,"Europe"
"4666",1385345,1,171.5,62,119.5,100.33,172,"Europe"
"4667",1385386,1,13,1,13,6,0,"Europe"
"4668",1385414,1,3511,331,3511,3342.5,0,"Europe"
"4669",1385425,0,1,1,1,0,0,"Europe"
"4670",1385427,1,1295,63.31,639.86,626.17,0,"Europe"
"4671",1385433,1,215.5,116.5,193,171,0,"Asia"
"4672",1385436,0,519.5,89.75,173.12,166.88,0,"Europe"
"4673",1385439,1,106.5,48.33,48.17,46.67,0,"Europe"
"4674",1385447,1,167,2.75,65,57,0,"Europe"
"4675",1385472,1,1,1,1,0,0,"Europe"
"4676",1385523,1,852,124.5,538.5,488.75,0,"Europe"
"4677",1385539,1,57.75,48.18,22.76,20.27,3,"Europe"
"4678",1385562,1,188,26.75,179.75,166.62,67,"Europe"
"4679",1385570,1,246.75,69,154.37,123.87,201,"Europe"
"4680",1385572,0,13000,3,7050,10300,0,"Asia"
"4681",1385583,0,107.96,158.17,46.4,35.08,0,"Europe"
"4682",1385587,1,194,73,123,123.17,0,"Europe"
"4683",1385604,1,66.25,78.6,30.05,23.65,0,"Europe"
"4684",1385640,1,38,2.75,17,13.25,0,"Europe"
"4685",1385681,1,670,13.6,77.93,91.37,0,"Europe"
"4686",1385729,1,2,2,2,4.5,0,"Europe"
"4687",1385732,1,146.5,16.22,37.94,28.61,1,"Europe"
"4688",1385741,1,11,10,11,16,0,"Asia"
"4689",1385744,1,14208.5,147.48,2240.1,2259.7,0,"Europe"
"4690",1385768,1,6595,421.67,3285.33,3337.17,0,"Asia"
"4691",1385807,1,1040,71.75,500.88,518.62,1,"Europe"
"4692",1385829,1,8105,67.5,2858.33,2544.88,0,"Asia"
"4693",1385831,1,2747.24,206.17,1102.87,1058.21,202,"Europe"
"4694",1385863,1,92.25,155,92.25,97.25,0,"Asia"
"4695",1385877,1,5616,1.8,1553.2,1482.2,0,"Europe"
"4696",1385889,1,550.75,149.5,194.69,180.81,0,"Europe"
"4697",1385925,1,84,38.4,39.8,21.6,0,"Europe"
"4698",1385927,1,370,78.76,118.43,135.69,0,"Europe"
"4699",1385930,1,323,2,323,280,0,"Europe"
"4700",1385931,1,332.61,166.83,122.59,94.92,0,"Europe"
"4701",1385939,1,2342.5,332.5,541.25,528.42,0,"Europe"
"4702",1385950,1,519,26.67,147.83,145.42,0,"Europe"
"4703",1385962,1,2697.09,1002.17,1023.48,994.82,0,"Europe"
"4704",1385963,1,75,15,75,45,0,"Europe"
"4705",1385985,1,1044,50.7,179.06,156.16,3,"Europe"
"4706",1385987,1,212,1.5,106,106.25,0,"Europe"
"4707",1385995,1,2404.5,148.25,1175.38,989.25,0,"Europe"
"4708",1386006,1,111,1,55.5,45.5,0,"Europe"
"4709",1386014,1,37.75,27.33,21.75,11.42,0,"Europe"
"4710",1386024,1,1478,111.67,546.67,474.5,0,"Europe"
"4711",1386026,1,110.17,25,110.17,183.78,0,"Europe"
"4712",1386027,1,2874,303.4,1077.22,1075.24,0,"Europe"
"4713",1386029,1,32,18,32,21.5,0,"Europe"
"4714",1386063,1,6058,433.68,1403.66,1362.84,44,"Europe"
"4715",1386079,1,109.09,33,109.09,183.63,0,"Europe"
"4716",1386092,1,311.5,99.17,111.92,97.33,0,"Europe"
"4717",1386107,1,6702,7,6702,7905,0,"Europe"
"4718",1386119,1,100.82,38,100.82,191.29,0,"Europe"
"4719",1386123,0,1705,34.5,867.5,677.5,0,"Europe"
"4720",1386129,1,2288.75,9.27,632.2,609.32,0,"Europe"
"4721",1386145,1,106,9.5,80.5,108.5,0,"Europe"
"4722",1386181,1,58,7,58,44.86,0,"Europe"
"4723",1386184,1,115.5,3,72.5,66.5,0,"Europe"
"4724",1386189,1,11650,7,11650,10510,0,"Europe"
"4725",1386211,1,1165,86.5,817,664,0,"Europe"
"4726",1386225,1,439.02,533,307.35,277.39,0,"Europe"
"4727",1386246,1,595,17.97,146.39,123.38,1,"Europe"
"4728",1386294,1,1073,9,577.62,511.12,0,"Europe"
"4729",1386300,0,5988,37.77,800.41,771.08,0,"Asia"
"4730",1386337,1,11,3.75,5.75,3,0,"Europe"
"4731",1386339,1,45.75,2,27.25,20.62,0,"Europe"
"4732",1386365,1,3,3,3,1,0,"Europe"
"4733",1386368,1,126.5,22,126.5,142.5,0,"Europe"
"4734",1386381,1,3265.75,379.4,1307.15,1239.25,0,"Europe"
"4735",1386390,1,81.5,25.57,28.79,24.07,0,"Europe"
"4736",1386392,1,80,21.6,35.45,27.9,0,"Europe"
"4737",1386406,1,548.6,7,342.3,330.62,0,"Europe"
"4738",1386412,1,44,10,44,9,0,"Europe"
"4739",1386417,0,550,1,550,250,0,"Asia"
"4740",1386433,1,29,16.67,15.83,14.17,0,"Europe"
"4741",1386435,1,10,2,10,10,0,"Europe"
"4742",1386473,1,5,1,5,10,0,"Europe"
"4743",1386475,1,1688.85,472.39,358.47,332.63,0,"Asia"
"4744",1386483,1,725,5.67,305,300.67,0,"Europe"
"4745",1386525,1,95.5,50,54.75,46.38,0,"Asia"
"4746",1386533,1,2176.5,4.56,523.06,548.11,0,"Europe"
"4747",1386551,1,1737.5,106.33,437.44,405.6,204,"Europe"
"4748",1386563,1,2597.2,263.25,1094.89,1052.89,0,"Europe"
"4749",1386587,1,1213,23,1213,1113,0,"Europe"
"4750",1386613,1,2245,3.62,619.5,579.25,0,"Europe"
"4751",1386668,1,63,34,63,37.25,0,"Asia"
"4752",1386705,1,10,1,10,0,0,"Europe"
"4753",1386706,0,569.55,255.17,168.45,165.22,0,"Asia"
"4754",1386765,0,2686.55,71,533.41,523.75,211,"Europe"
"4755",1386767,1,12428,97.39,3260.14,3292.69,3,"Europe"
"4756",1386772,1,523,85.27,84.14,83.45,0,"Europe"
"4757",1386778,1,349,29.4,239.4,245.2,0,"Europe"
"4758",1386802,1,160,2.75,74.75,66.5,0,"Europe"
"4759",1386804,1,66.5,47,66.5,44.5,0,"Europe"
"4760",1386832,1,39,33.18,15.84,13.98,0,"Europe"
"4761",1386836,1,1440.15,4,1440.15,876.05,0,"Europe"
"4762",1386860,1,794,66.71,342.71,325.14,0,"Europe"
"4763",1386865,0,474.5,65.5,238.25,186.25,0,"Europe"
"4764",1386866,1,21,5,2.62,2.75,0,"Europe"
"4765",1386867,1,65,17.5,50.25,38,0,"Europe"
"4766",1386893,1,48.5,69.25,29.75,16,0,"Europe"
"4767",1386916,1,207,17.5,118.5,96,0,"Europe"
"4768",1386917,1,315,32,181.67,131.67,0,"Europe"
"4769",1386926,1,193,3.33,64.5,57,0,"Europe"
"4770",1386933,0,25.2,19,21.1,8.1,0,"Europe"
"4771",1386939,0,7285,89.07,1283.64,1378.19,21,"Europe"
"4772",1386940,1,891.5,72.33,78.73,74.2,0,"Europe"
"4773",1386941,1,186.5,55.33,68.17,48.92,0,"Europe"
"4774",1386949,1,32,3,32,10,210,"Europe"
"4775",1386958,1,10130,69.95,2563.91,2432.41,0,"Europe"
"4776",1386960,1,381,31.5,279.5,219,0,"Europe"
"4777",1386968,1,8520,267.53,1213,1202.98,0,"Europe"
"4778",1386992,1,1408.79,550.44,720.93,642.12,121,"Europe"
"4779",1386994,0,57,25,57,40.65,0,"Europe"
"4780",1386995,1,549.32,493.78,175.09,164.38,1,"Europe"
"4781",1386998,1,7882,265.2,1413.45,1334.04,0,"Europe"
"4782",1387001,1,4742,163.33,1910.75,1769.67,0,"Europe"
"4783",1387004,1,9,9,9,14,0,"Europe"
"4784",1387005,0,1836.75,303,1836.75,1678.75,0,"Europe"
"4785",1387026,1,79,2.05,32,35.71,0,"Europe"
"4786",1387033,1,219,29.14,40.72,40.97,0,"Europe"
"4787",1387043,1,10,7.5,8,5,0,"Europe"
"4788",1387059,1,10378.5,3.9,1307.26,1288.91,0,"Europe"
"4789",1387081,1,90,52.92,58.92,42.58,5,"Europe"
"4790",1387095,1,30,5,25.5,22.5,0,"Europe"
"4791",1387099,1,2196,194.75,593.97,530.47,0,"Europe"
"4792",1387111,1,595.25,134,298.42,276.33,0,"Europe"
"4793",1387114,1,122,34.12,30.09,26.78,0,"Europe"
"4794",1387121,1,263.75,102.57,129.79,125.02,0,"Europe"
"4795",1387167,1,189.14,14,102.07,79.32,62,"Europe"
"4796",1387169,1,10,2,10,10,0,"Europe"
"4797",1387178,1,607.5,55,303.75,292.75,0,"Europe"
"4798",1387187,1,10,2,10,10,0,"Europe"
"4799",1387195,1,2344.95,964.42,440.5,434.94,0,"Europe"
"4800",1387213,1,3.25,8,3.25,2.25,0,"Europe"
"4801",1387218,0,5665,173.5,1865.25,1731.12,0,"Europe"
"4802",1387288,1,8274,119.33,2979.13,2914.83,2,"Europe"
"4803",1387293,1,761,26.1,362.62,374.29,3,"Europe"
"4804",1387354,1,180,22.33,80,61,0,"Asia"
"4805",1387365,1,402,33.29,199.99,161.86,0,"Europe"
"4806",1387371,1,15,3,15,0,0,"Europe"
"4807",1387372,1,47,3,26,30.5,0,"Europe"
"4808",1387403,0,200,20.29,70.71,62.08,0,"Europe"
"4809",1387405,1,78.5,72,78.5,74.5,0,"Europe"
"4810",1387414,1,360,11,360,80,0,"Europe"
"4811",1387471,0,1638.5,3.8,513.5,499,0,"Europe"
"4812",1387502,1,182,25.69,25.38,23.73,0,"Asia"
"4813",1387503,1,480.5,65.25,259,257.75,2,"Europe"
"4814",1387504,1,19,6.6,7.6,6.5,0,"Europe"
"4815",1387505,1,19,9,19,0,0,"Europe"
"4816",1387506,1,4596,375,4596,4540,0,"Europe"
"4817",1387519,1,3038.5,291.2,441.72,429.65,0,"Europe"
"4818",1387533,1,918,71,918,787,0,"Europe"
"4819",1387538,1,0.25,1,0.25,0,0,"Europe"
"4820",1387563,1,367,24,201.33,168.17,0,"Europe"
"4821",1387591,1,118,2,118,111,0,"Europe"
"4822",1387619,1,400,29.75,183.75,168.88,0,"Europe"
"4823",1387623,1,205.5,161,205.5,190.5,201,"Europe"
"4824",1387645,1,1971.5,201.85,936.16,878.4,8,"Europe"
"4825",1387647,1,15,2,15,0,0,"Europe"
"4826",1387677,1,1676,111.86,621.11,598.36,17,"Europe"
"4827",1387689,1,97,54,97,67.5,0,"Europe"
"4828",1387695,1,31,4.5,23,17.5,0,"Europe"
"4829",1387708,1,162,45,162,102.5,0,"Europe"
"4830",1387709,0,1475,50.67,544.67,597.17,163,"Europe"
"4831",1387714,1,14.25,26.33,11.58,8.92,0,"Europe"
"4832",1387732,0,317,87.71,43.25,42.36,0,"Asia"
"4833",1387737,1,1,1,1,0,0,"Europe"
"4834",1387785,1,41,1,41,37,0,"Europe"
"4835",1387820,1,7,2,7,0,0,"Europe"
"4836",1387864,1,215.41,212.86,88.01,83.99,0,"Europe"
"4837",1387900,1,372.8,85.5,136.81,103.68,74,"Europe"
"4838",1387911,1,616,133.67,283.5,279.83,0,"Europe"
"4839",1387923,1,7.83,4,7.83,4.9,0,"Europe"
"4840",1387960,0,441.25,2.67,275.17,269.08,0,"Europe"
"4841",1387977,1,527,69.29,163.86,159,168,"Europe"
"4842",1388001,1,1297,357,653.33,633.67,0,"Europe"
"4843",1388007,1,118.62,135.67,54.31,31.31,0,"Europe"
"4844",1388040,1,706.75,157.62,310.25,295.81,0,"Europe"
"4845",1388041,1,1408,439.67,745.67,725.83,0,"Europe"
"4846",1388061,1,1551,105.81,427.57,409.69,0,"Europe"
"4847",1388069,1,138.55,138.33,76.68,59.95,0,"Europe"
"4848",1388077,1,280.75,3,94.58,87.01,0,"Europe"
"4849",1388091,1,100,11,100,100,0,"Europe"
"4850",1388099,1,19,9.5,11.5,6.5,0,"Europe"
"4851",1388100,1,72.5,43,41.83,37,0,"Europe"
"4852",1388111,1,30.5,31,30.5,30,0,"Europe"
"4853",1388115,1,912,45,912,937.5,0,"Europe"
"4854",1388118,1,815.5,116.67,602,530.33,201,"Europe"
"4855",1388126,1,275,5.5,105,102.12,0,"Europe"
"4856",1388135,1,152,25.5,113.5,40,219,"Europe"
"4857",1388142,0,8,6,6,4,0,"Asia"
"4858",1388160,1,1454,309,880.33,842,0,"Asia"
"4859",1388165,1,3237,10.09,591.55,544.73,130,"Europe"
"4860",1388170,1,1723.25,103.67,765.25,709.25,0,"Asia"
"4861",1388173,1,28,27,28,17,0,"Asia"
