"","UserID","Gender","max_stakes","mean_stakes","mean_bets","mean_winnings","LOS","Continent"
"6416",1389445,0,2214.05,808.35,125.67,891.47,219,"Europe"
"6417",1389448,0,3796.8,1552.34,623.75,1404.84,43,"Europe"
"6418",1389457,0,7.5,7.5,30,5.5,129,"Europe"
"6419",1389459,0,380.25,380.25,85,519.55,217,"Europe"
"6420",1389473,0,1476,496.8,48.8,547.2,193,"Europe"
"6421",1389474,0,4770,1893.94,193.56,1812.06,16,"Europe"
"6422",1389504,0,444.93,238.17,335,215.67,202,"Asia"
"6423",1389518,0,265,139.5,9,132.5,51,"Europe"
"6424",1389520,0,1,1,1,0,217,"Asia"
"6425",1389532,0,17749.35,6279.69,583,5890.86,210,"Europe"
"6426",1389533,1,78.79,34.72,43.2,31.72,198,"Europe"
"6427",1389535,0,42.93,20.37,6,20.05,32,"Europe"
"6428",1389552,0,60.75,60.75,8,43.25,219,"Europe"
"6429",1389553,1,18,18,1,14.85,187,"Europe"
"6430",1389558,0,59,33.5,17,15,214,"Asia"
"6431",1389565,0,1.29,1.29,2,1.71,178,"Europe"
"6432",1389569,0,161,86,25,71.25,197,"Europe"
"6433",1389572,0,80,80,2,40,219,"Europe"
"6434",1389620,0,1323,309,104,278.39,212,"Europe"
"6435",1389622,0,152.5,152.5,51,85.5,210,"Europe"
"6436",1389631,0,13,13,13,3,89,"Europe"
"6437",1389641,1,2,0.75,1,0.62,154,"Europe"
"6438",1389663,0,1348.2,425.57,5.64,410.25,197,"Europe"
"6439",1389664,0,4203.5,969.11,463,949.81,175,"Europe"
"6440",1389669,0,755,98.35,11.3,89.54,184,"Europe"
"6441",1389670,0,9,9,9,14,219,"Asia"
"6442",1389671,0,25.76,10.96,8.6,9.61,164,"Asia"
"6443",1389679,0,1553.68,1553.68,6,2615.65,219,"Europe"
"6444",1389687,0,646,390.75,117.25,372,108,"Europe"
"6445",1389711,0,8,8,8,4,215,"Europe"
"6446",1389751,0,153,82.5,28,60.83,63,"Europe"
"6447",1389767,0,81,81,4,56.5,200,"Europe"
"6448",1389781,0,210,210,200,155,211,"Europe"
"6449",1389805,0,18260,1491.44,44.24,1421.71,56,"Europe"
"6450",1389849,0,2.86,2.18,9,2.87,204,"Europe"
"6451",1389861,0,466,466,55,386,219,"Europe"
"6452",1389867,0,6,5,5.5,2.5,207,"Europe"
"6453",1389874,0,219.5,136.75,19.25,134.38,193,"Europe"
"6454",1389883,0,87,87,16,60,219,"Europe"
"6455",1389884,0,79.5,44.17,63,40.5,216,"Asia"
"6456",1389894,1,30,30,3,10,195,"Europe"
"6457",1389904,0,0.1,0.1,1,0.08,219,"Europe"
"6458",1389907,0,411.6,411.6,383,361.68,219,"Europe"
"6459",1389910,0,20,20,20,20,218,"Asia"
"6460",1389913,0,107,78.69,1.25,72.62,205,"Europe"
"6461",1389926,1,805.37,767.12,84,724.63,219,"Europe"
"6462",1389932,0,35690,6497.55,9.47,6454.68,81,"Europe"
"6463",1389935,0,75,33.33,6.67,23.33,208,"Europe"
"6464",1389943,0,7.71,6.73,25,3.23,213,"Europe"
"6465",1389946,0,343.5,91.58,60.33,69.75,19,"Europe"
"6466",1389957,0,613,218.33,4,270.89,215,"Europe"
"6467",1389988,0,31.46,15.8,17,12.23,219,"Europe"
"6468",1390000,0,251.2,90.81,48.67,80.56,76,"Europe"
"6469",1390007,0,388,110.17,19.33,104.25,182,"Europe"
"6470",1390023,0,33,33,2,23.5,66,"Europe"
"6471",1390026,0,4436.84,1881.1,103.67,1581.77,194,"Europe"
"6472",1390033,1,2,1.75,3.5,1.44,2,"Europe"
"6473",1390040,0,40,40,4,0,110,"Europe"
"6474",1390047,0,8.5,8.5,9,7.5,146,"Europe"
"6475",1390049,0,597,258.6,35.2,196.2,33,"Europe"
"6476",1390069,0,1460,228.33,25.73,201.12,65,"Europe"
"6477",1390070,0,38,38,10,20,2,"Europe"
"6478",1390082,0,11595.5,3773.55,260.89,3609.89,152,"Europe"
"6479",1390092,0,458.65,165.62,56.3,148.73,163,"Europe"
"6480",1390100,1,3.2,3.2,1,2.64,198,"Europe"
"6481",1390107,0,6154.4,2654.37,780.8,2495.14,194,"Europe"
"6482",1390110,0,4669.52,508.2,335.94,508.37,172,"Europe"
"6483",1390115,0,6235,4542.5,3,4140,33,"Asia"
"6484",1390121,0,35,19,4.67,10,204,"Europe"
"6485",1390125,0,3829,1594.62,4,1548.62,214,"Europe"
"6486",1390132,0,303,68,41,62.25,195,"Europe"
"6487",1390142,0,161.75,84.58,75,74.92,16,"Europe"
"6488",1390143,0,298,116.3,92.8,110.9,198,"Asia"
"6489",1390144,0,101,37.52,65.5,33.96,55,"Europe"
"6490",1390148,0,79,52.67,42,46.17,201,"Europe"
"6491",1390151,0,2266,1582,1.5,1400.34,210,"Europe"
"6492",1390216,0,211.75,211.75,20,181.75,50,"Europe"
"6493",1390218,0,258,54.25,4.83,31.08,28,"Europe"
"6494",1390241,0,2.98,2.98,3,1.82,77,"Europe"
"6495",1390251,0,77,74.02,48,54.52,94,"Europe"
"6496",1390348,0,2373.5,1530.58,853.8,1475.58,7,"Europe"
"6497",1390349,0,282,71.3,14.4,68.15,72,"Europe"
"6498",1390350,0,858,324.4,133.2,275.7,30,"Europe"
"6499",1390353,0,104.5,104.5,84,63.16,2,"Europe"
"6500",1390364,0,104,20.54,17.39,15.79,196,"Europe"
"6501",1390371,0,1729.5,357.32,215.27,339,213,"Europe"
"6502",1390374,0,4.32,4.32,9,1.44,177,"Europe"
"6503",1390384,1,4,1,1,0.41,188,"Europe"
"6504",1390410,0,1150,459.25,47.7,493.8,1,"Europe"
"6505",1390443,0,805,343.33,44.33,339.17,213,"Europe"
"6506",1390450,0,230.5,100.83,94,93.33,214,"Europe"
"6507",1390456,0,89,89,86,81.5,217,"Europe"
"6508",1390490,0,20969.64,2675.09,345,2468.95,126,"Europe"
"6509",1390524,0,300.29,103.45,49,85.98,178,"Europe"
"6510",1390537,0,111.42,51.65,470.6,40.44,194,"Europe"
"6511",1390548,0,0,0,1,0,214,"Europe"
"6512",1390557,0,5,3.67,4,1.49,24,"Europe"
"6513",1390566,0,1,1,1,0,217,"Asia"
"6514",1390574,0,5974.5,2541.83,20,2408.33,193,"Europe"
"6515",1390575,0,5461.62,3316.92,179.75,3151,216,"Europe"
"6516",1390578,0,2,2,2,1.95,188,"Asia"
"6517",1390581,0,53,53,47,13,181,"Europe"
"6518",1390585,0,117,67.33,3,62.67,160,"Europe"
"6519",1390617,0,404.5,201.5,199.67,188.5,193,"Asia"
"6520",1390626,0,82,42.5,23,41,214,"Asia"
"6521",1390638,0,118,48.7,1.5,46.1,87,"Europe"
"6522",1390642,0,40,28.75,31,22.92,205,"Europe"
"6523",1390654,0,28182,3097.17,234.92,3086.26,95,"Europe"
"6524",1390681,0,30,30,1,0,219,"Europe"
"6525",1390690,1,49.5,27.25,25.5,16.75,210,"Europe"
"6526",1390696,0,26,26,26,21.5,218,"Europe"
"6527",1390703,0,4717,1146.67,105.6,1120.33,50,"Europe"
"6528",1390715,0,913.5,165.21,116,156.09,16,"Europe"
"6529",1390723,1,68360,18474.74,159.44,18621.65,170,"Europe"
"6530",1390743,0,110.78,41.86,7.06,28.59,154,"Europe"
"6531",1390748,1,1.6,1.3,1,1.07,208,"Europe"
"6532",1390770,0,20,10.5,5.5,0,17,"Europe"
"6533",1390778,1,0.5,0.5,1,0.41,14,"Europe"
"6534",1390796,0,35.7,35.7,128,16.7,217,"Europe"
"6535",1390814,0,760,138.67,124.33,127.39,11,"Europe"
"6536",1390816,0,355.5,111.18,2.89,113.98,188,"Europe"
"6537",1390822,0,214.72,64.8,104,63.11,26,"Europe"
"6538",1390860,0,108,41.2,26.2,38.1,152,"Europe"
"6539",1390863,0,1325,434.56,10.12,327.12,170,"Europe"
"6540",1390864,0,986,524.48,359,489.47,2,"Europe"
"6541",1390868,0,4.5,4.5,6,1,185,"Europe"
"6542",1390870,0,4875,1398.34,2.69,1185.03,186,"Europe"
"6543",1390883,1,0.1,0.1,1,0.08,212,"Europe"
"6544",1390894,0,3643,1239.5,61.25,1063.5,213,"Asia"
"6545",1390896,0,5,5,1,6.67,92,"Europe"
"6546",1390899,0,1,1,2,0,208,"Europe"
"6547",1390924,0,1413.5,626.23,269.67,469.57,200,"Europe"
"6548",1390932,1,1,1,1,0.82,217,"Asia"
"6549",1390948,0,128.5,128.5,129,104,216,"Asia"
"6550",1390954,0,11,11,9,6.5,204,"Europe"
"6551",1390968,0,278,205.12,20,205.12,217,"Europe"
"6552",1390970,0,37,37,37,23.5,214,"Europe"
"6553",1390977,0,14,14,14,4,84,"Europe"
"6554",1390982,0,6883.25,2676.06,546.5,2496.56,162,"Europe"
"6555",1391005,0,42,10.09,6.73,10.5,26,"Europe"
"6556",1391017,0,272,125.5,9.5,115.12,209,"Europe"
"6557",1391018,0,959.5,378.75,143.83,379.42,32,"Europe"
"6558",1391021,0,42,21.3,6,6.76,199,"Europe"
"6559",1391023,0,81,57.9,13.8,65.4,168,"Europe"
"6560",1391026,0,117,55.17,53,50.45,16,"Europe"
"6561",1391050,0,805,582.5,86.5,562.5,211,"Europe"
"6562",1391054,0,606.25,136.25,8.25,147.85,110,"Europe"
"6563",1391082,0,135,72.33,52,74.5,212,"Europe"
"6564",1391087,0,190,66.86,5.92,69.5,85,"Europe"
"6565",1391098,0,159,159,7,141.5,51,"Europe"
"6566",1391101,0,636,323,84,309,218,"Asia"
"6567",1391119,0,305.78,181,91,146.14,200,"Asia"
"6568",1391120,0,38,20.5,10.5,21,203,"Europe"
"6569",1391122,0,819,320.62,157.38,296,192,"Europe"
"6570",1391131,0,837,362.08,68.58,283.58,195,"Europe"
"6571",1391146,0,15,6.67,4.33,5.03,145,"Europe"
"6572",1391179,0,72,36.74,30,23.8,218,"Europe"
"6573",1391185,0,1.97,1.97,3,1.88,35,"Europe"
"6574",1391196,0,0,0,3,0,199,"Europe"
"6575",1391203,0,54.85,54.85,2,43.1,120,"Europe"
"6576",1391219,0,2334,308.72,9,307.47,174,"Europe"
"6577",1391225,0,57,19,5.5,6.94,41,"Europe"
"6578",1391228,0,113,56.5,4.5,30,196,"Europe"
"6579",1391241,0,151,101,2,121.75,214,"Europe"
"6580",1391244,0,33,33,29,18.5,219,"Asia"
"6581",1391249,0,1043.5,781.5,186,741.25,194,"Europe"
"6582",1391256,0,3427.5,359.07,36.85,340.81,137,"Europe"
"6583",1391268,0,1204,252.87,60,227.62,142,"Europe"
"6584",1391272,1,3.2,3.2,1,2.96,199,"Europe"
"6585",1391280,0,74,37.5,30,28.33,177,"Europe"
"6586",1391330,0,101.75,44.5,76,49.75,75,"Europe"
"6587",1391335,0,74.5,43.25,56.5,20.57,216,"Europe"
"6588",1391349,0,3891,1165.14,131.43,1174.07,209,"Europe"
"6589",1391352,0,21.25,17.1,61,11.17,216,"Europe"
"6590",1391379,0,829.5,322.21,163.57,275.85,183,"Europe"
"6591",1391385,0,521,131.38,55.25,119,101,"Europe"
"6592",1391411,0,412,216,7,198,72,"Europe"
"6593",1391420,0,19494.75,3491.93,429.14,3316.48,134,"Europe"
"6594",1391453,0,925.19,925.19,163,752.19,219,"Asia"
"6595",1391461,0,208.67,125.15,153.5,112.28,218,"Asia"
"6596",1391465,0,150,76,56,67.5,163,"Asia"
"6597",1391473,1,2,2,1,1.65,217,"Europe"
"6598",1391478,0,190,175,8,150,216,"Europe"
"6599",1391499,0,46,27,12.88,27,167,"Europe"
"6600",1391503,0,90,90,3,80,200,"Europe"
"6601",1391505,0,111.9,111.9,268,88.9,24,"Europe"
"6602",1391507,0,0.58,0.58,1,0,218,"Asia"
"6603",1391508,0,76.05,43.31,26.33,32.97,56,"Europe"
"6604",1391519,1,5,5,4,3.5,216,"Europe"
"6605",1391536,0,52,22.69,25.83,14.52,218,"Europe"
"6606",1391542,1,0.4,0.4,1,0.33,198,"Europe"
"6607",1391545,0,500.68,250.34,344.5,251.2,101,"Europe"
"6608",1391548,0,11.77,6.13,11.5,4.07,104,"Europe"
"6609",1391549,0,0,0,1,0,184,"Europe"
"6610",1391550,0,1.84,1.84,47,0.52,14,"Europe"
"6611",1391556,0,0,0,2,0,187,"Europe"
"6612",1391558,0,942,222.61,56.4,194.52,29,"Europe"
"6613",1391561,0,29.19,29.19,25,18.5,155,"Asia"
"6614",1391562,0,183.33,58.91,28.67,51.4,160,"Europe"
"6615",1391575,0,1,1,4,0,218,"Europe"
"6616",1391613,0,129,58.62,148,53.5,212,"Europe"
"6617",1391619,0,158.5,52.83,7.33,44.5,213,"Europe"
"6618",1391632,0,45,45,8,15,179,"Europe"
"6619",1391650,0,0.5,0.5,1,0,170,"Europe"
"6620",1391664,0,1259,257.86,39.86,221.07,37,"Asia"
"6621",1391668,0,286.4,50.49,11.57,50.21,158,"Europe"
"6622",1391675,0,184.6,184.6,142,150.25,218,"Asia"
"6623",1391685,0,8.5,5,6.5,2.75,174,"Europe"
"6624",1391690,0,203.75,203.75,132,135.75,136,"Europe"
"6625",1391694,0,406.21,118.96,181.25,109.24,205,"Europe"
"6626",1391702,0,6,6,3,0,18,"Europe"
"6627",1391706,0,3384.8,3384.8,100,2684.81,40,"Europe"
"6628",1391708,0,2927.5,983.5,194.5,932.91,210,"Europe"
"6629",1391719,0,4,4,4,6.5,157,"Europe"
"6630",1391736,0,220,141.5,49.5,114.25,215,"Europe"
"6631",1391740,0,9349,1303.43,117.88,1210.89,80,"Europe"
"6632",1391742,0,47,10.14,18.43,6.71,12,"Europe"
"6633",1391745,0,74.53,35.93,58,31.93,214,"Asia"
"6634",1391761,0,3803,3803,6,2805,157,"Europe"
"6635",1391772,0,42,37.5,37.5,24.5,210,"Europe"
"6636",1391783,0,164,164,36,130,203,"Europe"
"6637",1391788,0,35,23.67,16.67,22.37,210,"Europe"
"6638",1391797,0,130.5,37.62,30.5,29.38,103,"Europe"
"6639",1391800,0,4750,1206.46,30.77,868.77,200,"Europe"
"6640",1391803,1,316,193.75,106,163.12,211,"Europe"
"6641",1391806,0,129360,129360,742,128430,145,"Europe"
"6642",1391812,0,151.35,151.35,3,114.75,218,"Europe"
"6643",1391853,0,123720,12419.64,4.84,12530.74,150,"Europe"
"6644",1391856,0,64.5,64.5,91,44.5,23,"Europe"
"6645",1391860,0,1179,622.75,11,313.25,78,"Asia"
"6646",1391866,0,2,2,4,0,215,"Europe"
"6647",1391867,0,26786.66,6662.13,555.12,6438.39,132,"Europe"
"6648",1391872,1,1,0.67,1.67,0.55,141,"Europe"
"6649",1391899,0,867.5,237.62,278.33,214.12,179,"Europe"
"6650",1391908,0,766.89,766.89,377,736.95,218,"Europe"
"6651",1391973,0,72,72,18,47.5,218,"Europe"
"6652",1391994,0,928.53,928.53,185,898.61,218,"Europe"
"6653",1391997,0,325,185,32.5,225.25,211,"Europe"
"6654",1392014,0,9,5,3,0,87,"Asia"
"6655",1392026,0,1655.25,1655.25,517,1475.25,218,"Europe"
"6656",1392035,0,2358.45,323.9,121.06,306.82,16,"Europe"
"6657",1392061,0,2350.5,1608.17,369,1602.25,195,"Europe"
"6658",1392064,0,60.22,39.8,70.33,36.3,199,"Europe"
"6659",1392078,0,1664,747,95.5,734.17,199,"Europe"
"6660",1392082,0,41.75,19.52,8,15.3,218,"Europe"
"6661",1392090,0,18,10.67,30.67,7,49,"Europe"
"6662",1392107,0,211.1,211.1,74,202.56,186,"Asia"
"6663",1392108,0,144.25,62.29,91,49.46,5,"Europe"
"6664",1392111,0,1819,1046,239.71,959.14,175,"Europe"
"6665",1392127,0,10,10,1,0,212,"Europe"
"6666",1392133,0,1,1,1,0,218,"Europe"
"6667",1392136,0,269.3,127.55,111.43,111.27,201,"Europe"
"6668",1392141,0,0,0,1,0,213,"Europe"
"6669",1392145,0,142,107,19,82,215,"Europe"
"6670",1392155,0,367.65,367.65,77,337.65,218,"Europe"
"6671",1392158,0,1166.17,242.75,37.04,156.55,27,"Europe"
"6672",1392162,1,524.5,476.75,73,421.25,200,"Europe"
"6673",1392164,0,0,0,1.33,0,71,"Asia"
"6674",1392171,0,170,170,151,184.5,212,"Europe"
"6675",1392172,0,879.67,261.11,40.57,234.31,200,"Europe"
"6676",1392173,1,20,20,7,20,215,"Europe"
"6677",1392179,1,1,0.52,1.25,0.43,15,"Europe"
"6678",1392181,0,915,217.61,64.42,200.69,218,"Europe"
"6679",1392188,0,235,78.71,22.86,75.38,218,"Asia"
"6680",1392193,1,2,2,4,1.25,147,"Europe"
"6681",1392198,0,1480.75,1396.37,6,1286.41,173,"Europe"
"6682",1392200,0,304.83,304.83,115,244.91,218,"Europe"
"6683",1392212,0,4,4,4,1.25,147,"Oceania"
"6684",1392217,0,10,10,2,0,191,"Europe"
"6685",1392220,0,12,7.67,7,6,1,"Asia"
"6686",1392223,0,636.62,214.52,439.62,194.63,30,"Europe"
"6687",1392230,0,319.5,127.81,73.5,126.69,205,"Asia"
"6688",1392295,0,78,78,56,58,218,"Asia"
"6689",1392299,0,512.65,412.28,198.5,327,208,"Europe"
"6690",1392331,0,18.52,10.03,17.5,4.32,213,"Europe"
"6691",1392332,0,30,30,2,0,218,"Europe"
"6692",1392335,0,53.5,53.5,39,36.6,218,"Europe"
"6693",1392345,0,8,4.25,4.25,5.5,102,"Europe"
"6694",1392351,0,2,2,2,0,212,"Asia"
"6695",1392379,0,630,206.79,75.25,196.65,7,"Europe"
"6696",1392399,0,40,23.88,54,20.38,208,"Europe"
"6697",1392409,1,1,0.7,1.33,0.58,129,"Asia"
"6698",1392415,0,270,135.5,13.5,130.5,209,"Europe"
"6699",1392442,0,17,17,68,12,209,"Asia"
"6700",1392449,1,198.84,97.42,67.57,78.91,180,"Europe"
"6701",1392455,0,265,54.9,10.2,55.75,170,"Europe"
"6702",1392471,0,419,419,85,334,182,"Europe"
"6703",1392487,0,3383.5,901.54,22.55,852.28,203,"Europe"
"6704",1392490,0,427.66,288.64,216.33,253.67,188,"Europe"
"6705",1392495,0,12,12,2,2.5,218,"Europe"
"6706",1392499,0,11.5,7.25,10,4.5,218,"Europe"
"6707",1392523,0,117.5,77.5,84.5,61.5,142,"Europe"
"6708",1392531,0,1815,1815,14,1080,218,"Europe"
"6709",1392538,0,4127,3167.5,207,3144,212,"Europe"
"6710",1392546,0,2.44,2.28,3.67,1.85,9,"Europe"
"6711",1392548,0,296,232.5,136,212.5,212,"Europe"
"6712",1392588,0,1103.5,698.75,3,351.83,83,"Asia"
"6713",1392590,0,712,70.05,29.48,69.81,215,"Europe"
"6714",1392593,0,13.22,13.22,4,3.22,218,"Europe"
"6715",1392606,0,26,26,26,14,131,"Europe"
"6716",1392608,0,861,431,273,426,217,"Europe"
"6717",1392616,0,45,45,6,17.5,218,"Europe"
"6718",1392618,0,794.26,559.17,366,491.17,216,"Europe"
"6719",1392651,0,4.72,2.65,4,1.77,208,"Asia"
"6720",1392653,1,150,150,38,140,173,"Europe"
"6721",1392666,0,1887.5,535.75,417,530.25,123,"Europe"
"6722",1392668,0,126.8,71.4,42.5,60.9,25,"Europe"
"6723",1392675,1,0.52,0.52,1,0.41,193,"Europe"
"6724",1392697,1,4.2,1.77,6,1.48,52,"Europe"
"6725",1392703,0,26,26,26,21,218,"Europe"
"6726",1392707,0,42,31.6,10,27.11,51,"Europe"
"6727",1392708,0,3176,1503.25,49.5,1326.5,173,"Europe"
"6728",1392711,1,1,1,10,0.82,198,"Europe"
"6729",1392716,0,8385,1781.31,205.54,1707.65,171,"Asia"
"6730",1392731,0,392.2,155.02,3.5,143.91,194,"Europe"
"6731",1392770,0,2,2,5,0,214,"Europe"
"6732",1392779,0,6482.01,2406.43,351.43,2220.79,213,"Europe"
"6733",1392784,0,382,191,162,184.5,37,"Europe"
"6734",1392791,0,11452.1,2523.18,5.14,2312.24,43,"Europe"
"6735",1392821,0,47.19,37.73,36,28.24,174,"Europe"
"6736",1392828,0,472.31,154.53,60.1,166.61,131,"Europe"
"6737",1392831,0,287,85.17,36,85.83,175,"Europe"
"6738",1392838,0,110,35.02,2.3,24.98,166,"Europe"
"6739",1392855,0,226,138.5,250.5,116.25,206,"Europe"
"6740",1392873,0,51,51,39,32,217,"Europe"
"6741",1392878,0,425,228.24,56.75,205.17,44,"Europe"
"6742",1392879,0,274.35,274.35,2,0,218,"Europe"
"6743",1392885,0,180,116.5,104.5,105.5,216,"Europe"
"6744",1392886,0,1735,1735,406,1585,218,"Europe"
"6745",1392903,0,221.14,96.24,68,92.44,7,"Europe"
"6746",1392907,0,34.25,22.12,6.5,17.12,102,"Europe"
"6747",1392910,0,81,42.5,52,36.92,171,"Europe"
"6748",1392917,0,176.5,59.44,37.71,48.16,188,"Europe"
"6749",1392922,0,145,86.5,27,71,16,"Europe"
"6750",1392925,0,8301.5,2426.25,499.75,2245.88,87,"Asia"
"6751",1392926,0,9365.5,1002.5,255.42,969.14,182,"Europe"
"6752",1392938,0,160,54.39,57.6,44.7,87,"Europe"
"6753",1392941,0,945,228.09,28.91,227.18,2,"Europe"
"6754",1392948,0,202.57,68.61,87,63.31,16,"Asia"
"6755",1392954,0,29,29,23,19,217,"Asia"
"6756",1392955,1,6.4,3.33,1,2.75,168,"Europe"
"6757",1392960,0,105,45.5,1.67,38.83,148,"Europe"
"6758",1392962,0,30,30,23,20,214,"Europe"
"6759",1392963,0,337,337,2,237,192,"Europe"
"6760",1392984,0,951.75,238.52,69.64,214.57,98,"Europe"
"6761",1392985,0,242.65,120.2,49.67,122.73,202,"Europe"
"6762",1393006,0,45,45,4,0,218,"Europe"
"6763",1393028,0,35.5,22.75,39.5,12.25,197,"Europe"
"6764",1393040,0,286,122.12,6.43,110.81,25,"Europe"
"6765",1393042,0,1.73,1.67,2.5,0.79,187,"Europe"
"6766",1393057,0,346,251.75,190,217.75,218,"Europe"
"6767",1393070,0,855.57,283.85,84.83,285.02,100,"Europe"
"6768",1393098,0,1440,623.56,210.5,605.62,191,"Asia"
"6769",1393114,0,79,79,4,48.08,77,"Europe"
"6770",1393122,0,11.75,11.75,15.5,1.75,215,"Europe"
"6771",1393125,0,3140,692.63,73.75,586.04,25,"Europe"
"6772",1393127,0,434.09,100.95,73.67,95.22,201,"Europe"
"6773",1393131,0,3,3,3,2.5,208,"Europe"
"6774",1393136,0,55,23.7,22.2,21.51,203,"Asia"
"6775",1393138,0,6679,1982.16,109.36,1840.8,30,"Europe"
"6776",1393139,0,717,247.3,18.7,225.6,169,"Europe"
"6777",1393143,0,28,28,2,28.12,207,"Europe"
"6778",1393152,0,368,368,9,268.9,86,"Europe"
"6779",1393171,0,3,3,3,0,60,"Europe"
"6780",1393181,0,34.91,34.91,44,26.12,10,"Europe"
"6781",1393191,0,1418.5,208.2,86.96,209.07,136,"Europe"
"6782",1393192,0,63.75,34.2,119,28.5,20,"Asia"
"6783",1393205,0,5856.5,3027.25,255.5,2796,210,"Asia"
"6784",1393207,0,2.45,2.45,2,0,176,"Europe"
"6785",1393223,1,891.2,323.22,106.25,208.73,217,"Europe"
"6786",1393228,0,7.47,6.23,6,0.78,202,"Europe"
"6787",1393230,0,2850,2850,42,2612.5,218,"Europe"
"6788",1393261,0,23,23,13,3.5,171,"Europe"
"6789",1393275,0,142,142,142,146,12,"Europe"
"6790",1393283,0,232.15,232.15,327,172.15,217,"Europe"
"6791",1393288,0,191.62,73.84,165.33,65.2,212,"Europe"
"6792",1393290,0,132.48,132.48,171,127.17,174,"Europe"
"6793",1393296,0,10,10,10,0,166,"Europe"
"6794",1393298,0,20346,4628.94,349.04,4484.94,125,"Europe"
"6795",1393310,0,10,10,2,5,210,"Europe"
"6796",1393327,0,82,82,17,75,179,"Europe"
"6797",1393334,0,341.82,223.47,147.62,243.75,1,"Europe"
"6798",1393343,0,19.5,6.5,13,5.88,34,"Europe"
"6799",1393347,0,536.25,169.14,145,133.54,191,"Europe"
"6800",1393349,1,8,8,1,6.6,200,"Europe"
"6801",1393352,0,17,17,3,6,205,"Europe"
"6802",1393358,0,26,26,2,1,208,"Europe"
"6803",1393370,0,2,2,1,0,30,"Europe"
"6804",1393384,0,1291.5,253.25,43.33,167.5,122,"Europe"
"6805",1393386,0,3346,588.47,201.34,568.18,101,"Europe"
"6806",1393391,1,5,5,1,5,213,"Asia"
"6807",1393397,0,20,20,4,0,218,"Europe"
"6808",1393414,0,40,35,20,27.5,206,"Europe"
"6809",1393421,0,775,135.68,34.37,129.13,151,"Asia"
"6810",1393425,0,29,24.5,39,20.5,212,"Asia"
"6811",1393437,0,1855.5,382.57,143.14,358.36,23,"Asia"
"6812",1393444,0,32,32,4,12,216,"Europe"
"6813",1393492,0,4,4,4,2,24,"Europe"
"6814",1393500,1,0.5,0.4,4,0.33,189,"Europe"
"6815",1393503,1,223.83,103.06,97.67,89.12,191,"Europe"
"6816",1393543,0,124.5,76.25,66.67,64.58,212,"Europe"
"6817",1393563,0,265,124,7.67,113.33,215,"Europe"
"6818",1393567,0,2.5,2.5,10,0.5,205,"Asia"
"6819",1393573,0,6.65,3.57,6.5,1.93,157,"Europe"
"6820",1393608,0,288.8,288.8,74,188.8,187,"Europe"
"6821",1393620,1,1.6,0.63,0.9,0.52,140,"Europe"
"6822",1393624,0,228.02,116.47,148,104.19,203,"Europe"
"6823",1393632,0,329,48.88,2,43.44,158,"Europe"
"6824",1393633,0,1.25,1.25,1,0.5,134,"Europe"
"6825",1393635,0,142.75,142.75,219,112.75,218,"Europe"
"6826",1393645,1,304,304,304,286.5,23,"Europe"
"6827",1393649,0,3818,2751.25,406.5,3111.2,5,"Asia"
"6828",1393657,0,1907,600.64,39.93,529.46,144,"Europe"
"6829",1393660,0,150.5,51.6,19.78,30.48,214,"Europe"
"6830",1393665,1,0.2,0.2,2,0.16,190,"Europe"
"6831",1393669,0,105,105,6,85.5,39,"Europe"
"6832",1393688,0,30,30,2,0,215,"Europe"
"6833",1393706,0,1166,597.5,110,580.75,169,"Europe"
"6834",1393735,0,548,391,97,366,214,"Europe"
"6835",1393739,0,25.8,12.9,3.5,10.53,37,"Europe"
"6836",1393742,0,48,45.33,8.67,48.62,95,"Europe"
"6837",1393745,0,2821,888.71,125.57,796.93,201,"Europe"
"6838",1393769,1,725.5,408.57,132.71,386.17,105,"Europe"
"6839",1393771,0,10,10,1,0,25,"Europe"
"6840",1393775,0,0.67,0.67,1,0,134,"Europe"
"6841",1393790,0,62,45.67,27,37.5,79,"Europe"
"6842",1393794,0,665.5,333.33,85.33,313.5,112,"Europe"
"6843",1393801,0,14,8.5,3.5,0,209,"Europe"
"6844",1393814,0,1335.5,458.6,109.2,434.85,65,"Asia"
"6845",1393823,0,642.5,642.5,15,543,87,"Europe"
"6846",1393825,0,358,222,26.5,246,127,"Europe"
"6847",1393827,0,332,84.5,85.5,77.38,203,"Europe"
"6848",1393835,0,8.55,8.55,17,5.55,217,"Europe"
"6849",1393843,0,557,104.55,88.45,101.91,206,"Europe"
"6850",1393855,0,679,247.84,109.83,241.5,108,"Europe"
"6851",1393857,0,336.5,178.18,64.36,149.93,206,"Europe"
"6852",1393866,0,12,10.25,16.58,10,213,"Europe"
"6853",1393879,0,1,1,1,0,39,"Europe"
"6854",1393897,0,62.75,41.62,10,35.38,149,"Europe"
"6855",1393900,0,10826,2199,141.78,2201.67,99,"Europe"
"6856",1393915,0,30.7,26.21,21.4,24,179,"Asia"
"6857",1393927,1,19.57,8.89,12.67,3.33,178,"Europe"
"6858",1393934,0,1,1,1,1,218,"Europe"
"6859",1393942,0,1,1,1,0,25,"Europe"
"6860",1393953,0,255,255,6,220,207,"Europe"
"6861",1393956,0,2356,1874,175,1774,217,"Europe"
"6862",1393984,0,373.56,68.44,21.94,58.05,105,"Europe"
"6863",1394021,0,435.6,435.6,236,426.2,133,"Europe"
