"","UserID","Gender","max_stakes","mean_stakes","mean_bets","mean_winnings","LOS","Continent"
"982",1333583,0,131.71,30.64,22.85,32.63,165,"Europe"
"983",1333592,0,1712.5,556.06,69.53,527.03,224,"Europe"
"984",1333599,0,10735,2374.55,232.6,2140.97,14,"Europe"
"985",1333612,0,10188,10188,17,9290,238,"Europe"
"986",1333662,0,11291,4900.75,4.83,4635.08,143,"Europe"
"987",1333663,0,577.5,488,117.5,473,180,"Europe"
"988",1333665,0,196.5,100.08,90.33,125.42,13,"Europe"
"989",1333673,0,69,24.64,17.55,21.37,201,"Europe"
"990",1333684,1,35.2,25.87,1.67,21.34,231,"Europe"
"991",1333685,0,3,3,3,0,234,"Europe"
"992",1333688,0,549,529.5,21.5,614.5,90,"Europe"
"993",1333708,0,695,437.5,32.5,377.5,34,"Europe"
"994",1333735,0,94.5,54.75,13.5,46.25,235,"Asia"
"995",1333743,0,158,158,28,104,167,"Europe"
"996",1333757,0,32.02,7.98,7.09,8.25,30,"Europe"
"997",1333759,0,43.94,14.05,14.67,12.57,178,"Europe"
"998",1333775,0,198.96,76.75,68.25,64.33,26,"Europe"
"999",1333785,0,6964.92,995.95,881.77,1071.69,81,"Europe"
"1000",1333794,1,0.5,0.48,1,0.39,4,"Europe"
"1001",1333807,0,1,1,1,0,1,"Europe"
"1002",1333809,0,3820.5,409.46,87.71,372.96,10,"Europe"
"1003",1333810,0,11416.37,3998.87,917.5,3989.38,74,"Europe"
"1004",1333823,0,428,428,53,288,238,"Europe"
"1005",1333836,0,59,47,8,25,201,"Europe"
"1006",1333842,0,1110.5,1110.5,414,980.5,216,"Europe"
"1007",1333875,0,6,6,5,0,43,"Europe"
"1008",1333877,1,1142.5,333.88,69.75,279.66,187,"Europe"
"1009",1333900,0,45,45,11,32,237,"Europe"
"1010",1333904,0,220.25,220.25,62,197.5,238,"Europe"
"1011",1333935,0,987,173.69,77.5,164.31,194,"Europe"
"1012",1333937,0,48,30.73,39.6,23.82,225,"Europe"
"1013",1333978,0,4023.5,1086.12,207.88,1062.01,203,"Europe"
"1014",1333988,1,25.5,25.5,26,19.34,238,"Europe"
"1015",1333992,0,200.5,118.83,119.33,120,43,"Europe"
"1016",1334024,0,6,3,5.5,3,72,"Europe"
"1017",1334031,0,2539.26,574.66,494.56,486.71,231,"Europe"
"1018",1334033,0,503,297,167.67,292,236,"Europe"
"1019",1334040,0,8768.25,813.49,198.74,810.99,229,"Europe"
"1020",1334043,0,283,113.72,4.1,124.83,160,"Europe"
"1021",1334044,0,63,41.38,27.88,32.44,192,"Europe"
"1022",1334047,0,31,20.5,29.5,17.5,232,"Europe"
"1023",1334066,0,91,56.3,32.8,49.7,234,"Europe"
"1024",1334075,0,347.97,228.65,50.17,205.45,14,"Europe"
"1025",1334086,0,114.16,33.78,8.32,25.68,24,"Europe"
"1026",1334087,0,3,3,3,0,236,"Asia"
"1027",1334098,0,797.94,269.08,605.24,253.5,187,"Europe"
"1028",1334102,0,9,9,9,8,233,"Asia"
"1029",1334105,0,11.5,7.62,24.5,3.62,192,"Asia"
"1030",1334154,0,757,757,4,637,238,"Europe"
"1031",1334161,0,253,64.12,53.5,60.75,217,"Europe"
"1032",1334165,0,932.75,205.72,34.67,190.32,24,"Asia"
"1033",1334171,0,1116.5,1116.5,156,874.5,229,"Europe"
"1034",1334181,0,33.5,29.5,34,13.78,203,"Europe"
"1035",1334242,0,39.51,22,15.33,15.33,58,"Europe"
"1036",1334244,0,465.5,117.11,46.43,96.26,175,"Europe"
"1037",1334260,0,157.25,109.65,50.75,88.42,7,"Europe"
"1038",1334272,0,80,39.51,95.11,34.13,2,"Europe"
"1039",1334273,0,1120,214.72,2.89,219.5,141,"Europe"
"1040",1334274,0,119,36.8,23.6,29.8,181,"Europe"
"1041",1334276,0,7390,1264.06,468.44,1242.86,87,"Europe"
"1042",1334280,0,99.5,19.9,110.4,13.9,15,"Europe"
"1043",1334284,0,112,112,41,82,237,"Europe"
"1044",1334320,0,1409.69,626.88,94.75,543.75,238,"Asia"
"1045",1334344,1,152.25,67.47,42.25,63.03,187,"Europe"
"1046",1334347,0,92,92,1,32,238,"Europe"
"1047",1334349,0,29.5,22.17,22.67,15.29,165,"Europe"
"1048",1334359,0,2315.25,1032.19,112.25,973.56,215,"Europe"
"1049",1334360,0,3.5,3.5,7,1.5,220,"Europe"
"1050",1334371,0,135.2,51.32,107,40.04,72,"Europe"
"1051",1334381,1,65,32.8,28.4,28.5,192,"Europe"
"1052",1334392,0,107,34.75,33.75,30.62,212,"Asia"
"1053",1334394,0,24.5,14.5,24.33,10.67,234,"Asia"
"1054",1334400,0,21,21,4,0,208,"Europe"
"1055",1334406,0,1786,324.48,235.52,310.28,91,"Europe"
"1056",1334412,0,115.24,28.78,8.33,27.4,65,"Europe"
"1057",1334414,0,1436.5,447.02,9.12,432.18,21,"Europe"
"1058",1334418,0,877,202.53,97.39,194.52,48,"Asia"
"1059",1334424,0,2.75,2.75,11,0.75,238,"Europe"
"1060",1334455,0,783,118.34,78.22,104.2,200,"Europe"
"1061",1334484,0,290,290,192,250,236,"Europe"
"1062",1334500,0,2628,407.5,118.65,395.6,100,"Asia"
"1063",1334504,0,452.24,169.1,172.38,154.55,172,"Europe"
"1064",1334506,0,6,6,2,0,69,"Europe"
"1065",1334518,0,398.05,132.29,28,128.5,221,"Europe"
"1066",1334549,0,70,70,36,55,234,"Europe"
"1067",1334560,0,7366.5,425.73,22.25,400.42,25,"Europe"
"1068",1334562,0,7,7,2,2,238,"Europe"
"1069",1334563,0,5313,383.78,30.63,375.81,41,"Europe"
"1070",1334588,1,20.56,7.6,10.5,5.37,82,"Europe"
"1071",1334593,0,7,3.33,4,1.5,182,"Europe"
"1072",1334595,0,444,87,75.29,84.86,36,"Europe"
"1073",1334600,0,3,3,1,0,234,"Europe"
"1074",1334604,0,444,230.12,10.75,229.62,238,"Europe"
"1075",1334608,0,1512.15,681.18,475.5,596.49,236,"Europe"
"1076",1334660,0,293,118.71,78.86,113.2,231,"Asia"
"1077",1334675,0,43,10.88,10.44,12.02,2,"Europe"
"1078",1334685,0,179,54.74,38.3,57.59,205,"Europe"
"1079",1334689,0,226,130.83,102,104.17,209,"Europe"
"1080",1334690,0,32072,2902.11,4.15,2924.39,5,"Europe"
"1081",1334714,0,3,3,12,1,226,"Europe"
"1082",1334716,0,610,120.59,52.94,119.38,5,"Europe"
"1083",1334737,1,227,164.5,97,125.5,234,"Asia"
"1084",1334748,0,22.22,6.36,9.86,6.03,9,"Asia"
"1085",1334749,0,2649,249.34,34.03,239.53,151,"Europe"
"1086",1334751,0,6,6,14,1,206,"Europe"
"1087",1334752,0,1637,721.58,150.17,692.67,224,"Europe"
"1088",1334775,0,1118.5,470.94,230.5,454.31,222,"Europe"
"1089",1334776,0,1.99,1.99,4,0.5,235,"Europe"
"1090",1334813,0,1750,783.33,1.67,466.67,207,"Europe"
"1091",1334840,1,1.6,0.57,1.05,0.48,29,"Europe"
"1092",1334848,0,2,2,2,1,192,"Europe"
"1093",1334858,0,729.35,239.2,155.15,244.08,6,"Europe"
"1094",1334859,0,8.6,6.8,9.5,1.9,36,"Europe"
"1095",1334860,1,0.5,0.5,1,0.41,144,"Europe"
"1096",1334874,0,229.3,73.5,45.75,68.3,88,"Asia"
"1097",1334876,0,88,88,2,69.5,238,"Europe"
"1098",1334884,0,11.5,11.5,16,1.5,203,"Europe"
"1099",1334891,0,1803,769.44,453.38,758.88,119,"Europe"
"1100",1334894,0,71.59,30.37,8.75,27.21,225,"Asia"
"1101",1334897,0,397,174.33,91.67,169,101,"Europe"
"1102",1334922,0,234.15,75.12,117.25,147.69,15,"Europe"
"1103",1334925,0,7818,1272.7,378.2,1161.59,212,"Europe"
"1104",1334948,0,3901,468.24,13.65,458.21,14,"Europe"
"1105",1334958,0,86.02,86.02,64,72.58,238,"Europe"
"1106",1334977,0,33.5,25.83,16,13.17,233,"Europe"
"1107",1335024,0,865,282.79,280.92,273.67,187,"Europe"
"1108",1335034,0,6,6,1,0,235,"Europe"
"1109",1335052,0,4,4,2,0,234,"Europe"
"1110",1335076,0,87.84,70.69,157,48.4,175,"Europe"
"1111",1335077,0,259.84,145.4,44.5,134.38,232,"Europe"
"1112",1335095,0,860.5,410.7,30.8,397.9,201,"Europe"
"1113",1335096,0,33158,3171.48,364.04,3137.6,151,"Europe"
"1114",1335097,0,9,9,9,6.5,158,"Europe"
"1115",1335099,0,232,134,108.67,124,151,"Asia"
"1116",1335121,0,262,262,18,202,160,"Europe"
"1117",1335135,1,0.5,0.5,1,0.41,215,"Europe"
"1118",1335140,0,123,123,22,78.75,2,"Europe"
"1119",1335147,0,194.75,33.89,39.78,28.95,102,"Europe"
"1120",1335157,0,2,2,2,7,151,"Europe"
"1121",1335186,0,20,20,10,2,238,"Europe"
"1122",1335194,0,127,127,119,114.4,166,"Europe"
"1123",1335195,0,1783.14,252.2,532.53,245.46,176,"Asia"
"1124",1335200,0,100.37,54.69,31,42.11,233,"Europe"
"1125",1335202,0,11,11,5,5,158,"Europe"
"1126",1335219,0,457,57.2,9,50.9,208,"Europe"
"1127",1335227,0,8776,1116.68,86.49,1083.54,214,"Europe"
"1128",1335272,0,15.75,15.75,14,6,216,"Europe"
"1129",1335280,0,115.65,115.65,70,70.65,232,"Europe"
"1130",1335295,0,475,74.04,27.37,48.79,116,"Europe"
"1131",1335318,0,1971.5,959.87,81.75,998.5,5,"Europe"
"1132",1335333,0,386,107,31.86,85.43,226,"Europe"
"1133",1335339,0,10,10,4,1,101,"Europe"
"1134",1335350,0,34.8,9.79,12.25,8.06,69,"Europe"
"1135",1335363,0,18,13.5,7,7.5,7,"Asia"
"1136",1335367,1,97.3,97.3,2,80.27,142,"Europe"
"1137",1335389,1,8,5.5,5.5,3.5,178,"Europe"
"1138",1335402,0,211,89.5,110.22,80.11,1,"Asia"
"1139",1335417,0,379,241.33,6.67,232.83,236,"Europe"
"1140",1335434,0,570.89,228.6,231.62,182.73,217,"Asia"
"1141",1335441,0,39,22.75,4,14.5,24,"Europe"
"1142",1335455,0,1410.75,709.59,4.5,689.23,30,"Europe"
"1143",1335457,0,3291,217.53,4.67,210.86,7,"Europe"
"1144",1335460,0,25.44,19.27,22.5,12.56,236,"Europe"
"1145",1335495,0,22862.5,3464.51,240.45,3530.29,129,"Europe"
"1146",1335498,0,924.5,416.12,45,292.38,210,"Europe"
"1147",1335499,0,48.5,26.27,45.5,18.19,232,"Asia"
"1148",1335503,0,30.63,26.46,103.5,19.96,233,"Asia"
"1149",1335506,0,772.45,467.23,3.5,427.23,237,"Europe"
"1150",1335509,0,14.25,14.25,51,4.25,158,"Europe"
"1151",1335514,0,247.5,164.33,88.33,141,193,"Europe"
"1152",1335529,1,9,7.5,6.5,3.5,235,"Europe"
"1153",1335548,0,91,47,4.67,35,125,"Europe"
"1154",1335561,0,391.89,244.64,31.64,197.75,238,"Europe"
"1155",1335572,0,161,161,24,151,113,"Europe"
"1156",1335584,0,4723,989.54,290.26,965.89,237,"Europe"
"1157",1335587,0,724,622,8,658.12,234,"Europe"
"1158",1335616,0,224.5,124.25,32.5,94.25,22,"Europe"
"1159",1335622,0,1015.25,747.25,86,744.75,115,"Europe"
"1160",1335631,0,114.5,49.95,39,45.2,184,"Europe"
"1161",1335652,0,9.08,9.08,10,5.2,230,"Asia"
"1162",1335678,0,1778.82,922.91,86,704.55,57,"Europe"
"1163",1335684,0,885,214.94,23.88,214.47,116,"Asia"
"1164",1335695,0,27,20.5,17.25,28.62,143,"Europe"
"1165",1335697,0,27,27,14,0,104,"Europe"
"1166",1335708,0,196,196,50,177,189,"Europe"
"1167",1335711,0,93.53,93.53,40,65.21,236,"Asia"
"1168",1335714,0,10,10,1,0,98,"Europe"
"1169",1335724,0,7457.25,2358.62,159.67,2448.62,217,"Europe"
"1170",1335729,0,34,34,3,30,16,"Europe"
"1171",1335735,0,12423,2988.85,322.46,2969.15,137,"Europe"
"1172",1335739,0,16690.98,1275.94,99,1184.72,66,"Europe"
"1173",1335741,1,0.5,0.5,1,0.41,213,"Europe"
"1174",1335743,0,2771.5,644.5,164.09,529.83,237,"Europe"
"1175",1335748,0,88,26.67,9,29.11,14,"Europe"
"1176",1335749,0,5270.5,791.88,79.29,747.44,1,"Europe"
"1177",1335752,0,303.85,303.85,39,273.85,233,"Europe"
"1178",1335760,1,3.6,3.6,1,2.97,105,"Europe"
"1179",1335770,0,246.28,246.28,44,188,226,"Europe"
"1180",1335783,0,15,15,25,10,238,"Europe"
"1181",1335786,0,1,1,1,0,34,"Europe"
"1182",1335797,0,2693,2693,591,2622,238,"Europe"
"1183",1335801,0,578,407,167,336,212,"Europe"
"1184",1335816,0,9,9,6,0,133,"Europe"
"1185",1335817,0,19,12.33,8,7.01,33,"Europe"
"1186",1335823,0,410,100.62,31.12,100.75,23,"Europe"
"1187",1335828,0,1.14,1.14,1,0,181,"Asia"
"1188",1335844,0,424.2,228.85,52.5,81.97,176,"Europe"
"1189",1335847,0,1835.25,1243,279,1239,237,"Europe"
"1190",1335852,0,54.83,14.57,21,7.51,160,"Europe"
"1191",1335853,0,28,25,10,13.5,226,"Europe"
"1192",1335855,1,693.01,260.92,35.33,239.16,70,"Asia"
"1193",1335858,0,2,2,2,0,212,"Europe"
"1194",1335859,0,1095,253.28,116.93,239.62,114,"Europe"
"1195",1335860,0,38.57,38.57,27,25.16,234,"Europe"
"1196",1335861,0,74.72,46.03,30.5,20.32,111,"Asia"
"1197",1335866,0,52,52,14,42.5,153,"Europe"
"1198",1335869,0,42,42,35,14,232,"Asia"
"1199",1335877,0,1,1,2,0,218,"Europe"
"1200",1335885,0,1971.75,1483.25,655.5,1428.62,237,"Europe"
"1201",1335887,0,177,177,43,133.5,238,"Asia"
"1202",1335901,0,13.28,13.28,23,8.66,230,"Asia"
"1203",1335910,1,1.5,1.5,3,1.24,167,"Asia"
"1204",1335928,0,34.52,11.29,18.11,7.93,147,"Europe"
"1205",1335943,0,82,50.83,51,49.17,206,"Europe"
"1206",1335949,0,42,17,10,10,238,"Europe"
"1207",1335952,0,163.07,130,121,138,229,"Europe"
"1208",1335955,1,17.47,17.47,5,15.44,238,"Europe"
"1209",1335956,0,133,56.2,34.6,48.2,227,"Europe"
"1210",1335974,0,340,132.89,65.81,125.98,232,"Europe"
"1211",1335975,0,76,25.8,18.8,23.8,212,"Europe"
"1212",1335978,0,196.5,81.12,4.25,58.81,232,"Europe"
"1213",1336001,0,1467,468.49,127.86,405.24,190,"Asia"
"1214",1336003,0,56.14,37.7,46,18.7,160,"Europe"
"1215",1336004,0,9,5.25,7,2.75,235,"Asia"
"1216",1336030,0,228,60.62,39.38,52.44,160,"Europe"
"1217",1336035,1,85,83.5,2,63.5,104,"Europe"
"1218",1336039,0,248.83,127.89,104.5,112.98,237,"Asia"
"1219",1336042,0,6,5.5,1.5,0,31,"Europe"
"1220",1336045,0,12,12,7,14,235,"Europe"
"1221",1336072,0,194,144.6,11.9,113,150,"Europe"
"1222",1336076,0,5.5,3.5,7,1.75,53,"Europe"
"1223",1336079,1,3720.6,924.26,289.26,812.64,224,"Europe"
"1224",1336084,0,4756,2105.67,19.83,2071.72,3,"Europe"
"1225",1336105,0,76,76,77,74.5,227,"Asia"
"1226",1336107,0,5061,2823.83,156.67,2782.33,214,"Asia"
"1227",1336108,1,13,13,19,19.11,222,"Asia"
"1228",1336117,0,3892.43,652.95,391.6,566.83,112,"Asia"
"1229",1336120,0,60,37.5,25.5,25.5,235,"Europe"
"1230",1336137,0,48.5,35.17,26,29.5,41,"Europe"
"1231",1336140,1,288,162,218.5,129.95,233,"Europe"
"1232",1336143,0,20660.75,12758.02,1069,12225.03,216,"Europe"
"1233",1336146,0,1208,387.86,129.67,381.25,223,"Europe"
"1234",1336151,1,11069.09,2843.75,559.15,2778.85,96,"Asia"
"1235",1336158,0,88.92,40.11,183,34.69,24,"Europe"
"1236",1336169,0,3,0.5,2.67,0.33,180,"Europe"
"1237",1336179,1,425,103.82,71.43,101.11,188,"Europe"
"1238",1336193,0,88,36,61,29,234,"Europe"
"1239",1336195,0,84,39.33,1.33,44.33,222,"Europe"
"1240",1336204,0,407.55,132.51,28.73,129.07,52,"Europe"
"1241",1336208,0,111.43,56.58,30,47.34,235,"Asia"
"1242",1336213,0,4394,569.24,60.67,554.97,22,"Europe"
"1243",1336215,0,306.25,306.25,112,267.25,237,"Europe"
"1244",1336235,0,625.5,328,280.33,311.19,226,"Europe"
"1245",1336238,0,40,35,9,25,65,"Europe"
"1246",1336249,0,8,8,12,1,230,"Europe"
"1247",1336250,0,3,2.25,6,0.33,182,"Europe"
"1248",1336262,0,18244,1546.24,280.08,1546.35,93,"Europe"
"1249",1336268,0,548.25,190.45,53.38,157.42,234,"Europe"
"1250",1336286,0,855.45,248.72,148,225.45,219,"Europe"
"1251",1336287,0,888,529,87,497,180,"Europe"
"1252",1336298,0,2524.88,1293.4,210.5,1170.47,102,"Europe"
"1253",1336299,0,590.5,181.06,74.5,175.26,88,"Asia"
"1254",1336306,1,3.5,3.5,14,0.5,136,"Asia"
"1255",1336315,0,1,1,1,0,229,"Asia"
"1256",1336319,0,1524,846.38,7,772.71,112,"Europe"
"1257",1336321,0,0,0,2.86,0,190,"Europe"
"1258",1336326,0,12,12,1,0,233,"Europe"
"1259",1336330,0,11.5,11.5,3,0,107,"Europe"
"1260",1336337,0,74.5,53.5,17.67,35.17,92,"Asia"
"1261",1336338,0,55,55,9,15,238,"Europe"
"1262",1336346,0,14,10.17,10,4.08,230,"Europe"
"1263",1336351,1,0.1,0.1,1,0.09,234,"Europe"
"1264",1336364,0,81.99,47.92,50.5,47,215,"Asia"
"1265",1336367,0,561,331,66.5,306.75,156,"Europe"
"1266",1336370,0,245210,14466.72,122.45,14809.51,8,"Europe"
"1267",1336373,0,235.69,235.69,69,190.69,233,"Europe"
"1268",1336409,0,70.25,70.25,45,46.45,214,"Asia"
"1269",1336419,0,141.93,32.04,19.4,30.14,209,"Europe"
"1270",1336429,0,108,60.2,49,51.3,77,"Europe"
"1271",1336431,0,1,1,1,0,87,"Asia"
"1272",1336435,0,352,187.42,26,150.83,118,"Europe"
"1273",1336436,1,1.6,1.25,1,1.03,175,"Europe"
"1274",1336448,0,429,100.61,151.44,108.99,105,"Europe"
"1275",1336465,0,5,5,1,0,235,"Asia"
"1276",1336469,0,125,89,46.5,49,173,"Europe"
"1277",1336478,0,942,219.5,5.57,191.29,214,"Europe"
"1278",1336501,0,351.75,169,62,131.67,220,"Europe"
"1279",1336504,0,12505.99,3199.49,69.75,2616.97,176,"Europe"
"1280",1336510,0,7852.4,1440.66,551.15,1300.35,227,"Europe"
"1281",1336520,0,218,102.17,79.83,95.59,59,"Europe"
"1282",1336534,0,1025,1025,167,628,237,"Asia"
"1283",1336561,0,4,4,8,1,155,"Europe"
"1284",1336569,0,26672,7795.17,550.5,7680.94,53,"Europe"
"1285",1336585,0,4985,2050.03,4.25,1988.5,24,"Europe"
"1286",1336610,0,493,105.14,106.64,102,83,"Europe"
"1287",1336618,1,73.26,27.98,46.44,22.11,41,"Europe"
"1288",1336619,0,13.5,13.5,14,10.5,237,"Europe"
"1289",1336625,1,20,11,10.5,7.75,181,"Europe"
"1290",1336626,0,36,36,11,30,237,"Europe"
"1291",1336639,0,3247,1213.37,27.08,1173.12,117,"Europe"
"1292",1336645,0,876,287.71,3.71,282.29,5,"Europe"
"1293",1336662,0,42,22,39,16,237,"Europe"
"1294",1336694,0,11204,2133.23,114.19,2089.27,2,"Europe"
"1295",1336704,0,2972,1638.92,78.83,1567.25,46,"Europe"
"1296",1336708,1,61,61,196,44,7,"Europe"
"1297",1336745,0,183,183,3,171,156,"Europe"
"1298",1336746,0,15388,15388,1228,15188.04,237,"Europe"
"1299",1336747,0,105.32,31.66,41.5,19.9,109,"Europe"
"1300",1336781,0,1152,554.38,287.75,514.5,233,"Europe"
"1301",1336788,0,27,27,7,14,237,"Europe"
"1302",1336789,0,1068,569.01,302,513.65,235,"Europe"
"1303",1336805,0,7464,3416.33,49,3609.67,38,"Europe"
"1304",1336807,0,2685.5,1359,326.75,1320,229,"Europe"
"1305",1336811,0,7520,1218,573.8,1194.46,190,"Europe"
"1306",1336817,0,24.5,24.5,48,10,236,"Europe"
"1307",1336822,1,0.5,0.5,1,0.41,206,"Europe"
"1308",1336846,0,5.5,5.5,10,5.25,61,"Europe"
"1309",1336856,0,1412.19,830.85,336,738.65,220,"Europe"
"1310",1336865,0,3407,706.84,298.62,697.28,8,"Europe"
"1311",1336889,0,274,115,76.75,107.25,223,"Europe"
"1312",1336901,0,2689.85,1344.92,147.5,1237.28,101,"Europe"
"1313",1336908,0,826.24,463.24,148,362.07,237,"Asia"
"1314",1336918,0,85.2,72.2,34,74.38,185,"Europe"
"1315",1336920,0,1,1,1,0,96,"Europe"
"1316",1336926,0,18.5,18.5,19,13.5,44,"Europe"
"1317",1336952,0,16.76,11.72,5.5,0,145,"Asia"
"1318",1336959,0,45,45,5,40,233,"Europe"
"1319",1336997,0,5.4,5.4,4,1.55,83,"Europe"
"1320",1337002,0,1144,145.87,113.3,140.37,4,"Asia"
"1321",1337006,0,453.64,93.39,13.5,87.54,68,"Europe"
"1322",1337015,0,100,55.5,55.5,45.5,234,"Asia"
"1323",1337026,0,3039,1007.5,477.33,1003.25,231,"Europe"
"1324",1337028,0,229.26,113.91,118.67,103.39,82,"Europe"
"1325",1337029,0,6719,1717.37,387.78,1655.35,14,"Americas"
"1326",1337034,0,18388,3172.28,491.62,3074.64,1,"Europe"
"1327",1337040,0,3099,1323.83,3.33,1335.83,237,"Europe"
"1328",1337045,0,999.27,597.61,508.2,579.91,148,"Europe"
"1329",1337055,0,76.77,19.82,27.55,17.33,21,"Europe"
"1330",1337068,0,61,28.83,28.83,26.33,109,"Europe"
"1331",1337071,0,211,138,58.5,113.5,235,"Europe"
"1332",1337082,0,0.1,0.1,1,0.08,217,"Europe"
"1333",1337093,0,330.5,283,60,228.25,236,"Europe"
"1334",1337110,0,9,5.6,7.89,4.71,34,"Europe"
"1335",1337141,0,86,51.39,25.1,40.29,216,"Asia"
"1336",1337152,0,147.84,55.13,50.16,51.77,1,"Europe"
"1337",1337159,1,176,66.6,4.6,80.7,213,"Europe"
"1338",1337163,0,290,108.23,77.87,99.36,27,"Europe"
"1339",1337169,0,1423.75,691.59,332,676.42,235,"Europe"
"1340",1337173,0,678.5,150.85,116.1,144.3,138,"Asia"
"1341",1337205,0,17211.5,7754.78,650.89,7275.56,175,"Europe"
"1342",1337214,0,0,0,4,0,165,"Europe"
"1343",1337234,0,0,0,1,0,237,"Europe"
"1344",1337235,0,20,20,20,16,202,"Asia"
"1345",1337250,0,70,70,19,53,91,"Europe"
"1346",1337274,0,381.99,102.05,5.5,87.99,228,"Asia"
"1347",1337276,0,54.97,54.97,32,81.07,9,"Europe"
"1348",1337292,0,24,24,72,21.75,237,"Asia"
"1349",1337294,0,20,20,17,9.5,198,"Europe"
"1350",1337302,0,2212.5,875.94,733.12,819.85,1,"Europe"
"1351",1337319,0,272,272,250,242,237,"Europe"
"1352",1337321,1,1220.5,207.92,119.84,200.44,224,"Asia"
"1353",1337324,0,515,124.4,24.8,116.35,11,"Europe"
"1354",1337326,0,135.25,72.65,39.8,64.65,226,"Europe"
"1355",1337336,0,25,25,3,0,54,"Europe"
"1356",1337341,0,64,64,58,64,41,"Europe"
"1357",1337346,0,199,91.67,36,87.08,171,"Europe"
"1358",1337367,1,6,3.16,0.91,2.66,8,"Europe"
"1359",1337398,0,5605.5,754.08,205.65,733.45,17,"Europe"
"1360",1337416,0,7966.5,4260,38,4215.25,237,"Europe"
"1361",1337434,0,0.5,0.5,5,0,237,"Europe"
"1362",1337443,0,22.5,18.5,20,19.77,237,"Europe"
"1363",1337448,0,218.5,99.12,100.75,90.38,182,"Asia"
"1364",1337457,0,3,3,3,0,35,"Europe"
"1365",1337472,0,581,156.55,36.6,149.2,86,"Asia"
"1366",1337473,0,37.5,16.67,15.67,20.83,214,"Europe"
"1367",1337488,0,1170.13,1041.37,33.5,1214.1,4,"Europe"
"1368",1337498,0,849.5,410.44,395.5,386.38,28,"Europe"
"1369",1337500,0,6231,1410.2,277.8,1391.4,6,"Europe"
"1370",1337520,0,1358.93,489.94,335.4,439.94,1,"Europe"
"1371",1337537,0,26912.5,6030.25,123.08,5573.62,64,"Europe"
"1372",1337542,0,277.5,171.5,174.5,162.25,1,"Europe"
"1373",1337564,0,584,216.52,55.33,185.31,91,"Europe"
"1374",1337578,0,325,129.21,59,125.69,63,"Europe"
"1375",1337625,1,0.8,0.8,1,0.66,196,"Europe"
"1376",1337626,0,174,110,3,84.5,233,"Europe"
"1377",1337629,0,4172,4172,2,4097.5,234,"Europe"
"1378",1337657,0,80.5,80.5,74,62.5,236,"Europe"
"1379",1337658,0,197.5,91.62,4.33,108.75,229,"Europe"
"1380",1337663,0,65,65,12,70,204,"Asia"
"1381",1337673,0,1,1,1,0,210,"Asia"
"1382",1337684,0,482.5,287.4,50.2,259.8,80,"Asia"
"1383",1337686,0,46.25,25.2,19.2,23.89,80,"Asia"
"1384",1337688,0,131,131,25,140.4,237,"Europe"
"1385",1337691,0,12.32,8.96,14,5.91,128,"Asia"
"1386",1337693,0,10,10,2,0,231,"Europe"
"1387",1337697,0,142.68,34.36,38.55,29.46,120,"Europe"
"1388",1337704,0,2698,1881.9,205.4,1792,216,"Europe"
"1389",1337712,1,6.4,6.4,1,5.28,98,"Europe"
"1390",1337730,0,690.5,261.17,170.33,238,125,"Europe"
"1391",1337742,0,400,400,56,380,34,"Europe"
"1392",1337756,1,7150,1256.38,216.12,1196.8,123,"Europe"
"1393",1337759,0,1123.15,484.36,37.54,474.27,92,"Europe"
"1394",1337767,0,54,35.5,22,23.25,126,"Europe"
"1395",1337771,0,2193.5,444.6,150.56,394.21,188,"Europe"
"1396",1337813,0,9,9,6,0,237,"Europe"
"1397",1337818,0,1547.5,669.5,166.14,688.43,211,"Europe"
"1398",1337833,0,264,157.5,7,132,174,"Europe"
"1399",1337839,1,74,36.67,36.67,34.95,229,"Europe"
"1400",1337856,0,4520,1245.83,58,1057.58,147,"Europe"
"1401",1337887,0,8800.82,2365.59,669.21,2159.25,237,"Europe"
"1402",1337895,0,9,8,1,3.25,214,"Europe"
"1403",1337912,0,163.44,32.88,78.42,28.47,206,"Europe"
"1404",1337913,0,34.21,34.21,20,27.37,69,"Europe"
"1405",1337944,0,1,1,1,0,34,"Europe"
"1406",1337974,0,4310,3275,71.5,2510,172,"Europe"
"1407",1337979,0,229,85.55,65.2,77.25,145,"Asia"
"1408",1338014,0,452.79,452.79,98,334.79,126,"Asia"
"1409",1338033,0,58,58,39,32,233,"Europe"
"1410",1338045,0,1785,784.79,59.41,777.28,118,"Europe"
"1411",1338054,0,10,10,6,9,213,"Europe"
"1412",1338063,0,90,51.5,36.6,45.4,6,"Europe"
"1413",1338066,0,20,20,4,10,237,"Europe"
"1414",1338115,0,9.5,9,9,4.83,237,"Europe"
"1415",1338129,0,2,2,2,0,208,"Europe"
"1416",1338144,0,33.5,20.75,5.67,11.38,202,"Europe"
"1417",1338164,0,764,299.67,44.5,323,205,"Europe"
"1418",1338168,1,120,55.58,48.62,48.71,169,"Europe"
"1419",1338172,0,567.75,193.31,174,183.89,195,"Europe"
"1420",1338193,0,4024.28,1197.49,1297.35,1126.08,138,"Europe"
"1421",1338194,1,1.8,1.4,2,1.25,234,"Europe"
"1422",1338208,0,33,22,6,26,221,"Europe"
"1423",1338221,0,529.5,160.81,89.44,149.78,232,"Asia"
"1424",1338246,0,54.5,45.17,56.33,30.33,88,"Europe"
"1425",1338255,0,1542.5,530.45,88.17,493.12,72,"Europe"
